MI, 443, 12, 23, 0, 8
MSI, 1145, 13, 23, 0, 2
MESI, 843, 12, 23, 1, 4
MOSI, 1045, 13, 23, 0, 3
MOESI, 743, 12, 23, 1, 5
MOESIF, 743, 12, 23, 1, 5
