MI, 2693, 120, 239, 0, 96
MSI, 5005, 52, 239, 0, 4
MESI, 2557, 28, 239, 24, 4
MOSI, 5005, 52, 239, 0, 4
MOESI, 2557, 28, 239, 24, 4
MOESIF, 2557, 28, 239, 24, 4
