MI, 897, 388, 397, 0, 387
MSI, 533, 4, 397, 0, 1
MESI, 533, 4, 397, 0, 1
MOSI, 349, 4, 397, 0, 3
MOESI, 349, 4, 397, 0, 3
MOESIF, 349, 4, 397, 0, 3
