MI, 325, 10, 14, 0, 7
MSI, 719, 7, 14, 0, 0
MESI, 519, 7, 14, 0, 2
MOSI, 719, 7, 14, 0, 0
MOESI, 519, 7, 14, 0, 2
MOESIF, 319, 7, 14, 0, 4
