MI, 325, 10, 14, 0, 7
MSI, 723, 9, 14, 0, 2
MESI, 623, 9, 14, 0, 3
MOSI, 723, 9, 14, 0, 2
MOESI, 623, 9, 14, 0, 3
MOESIF, 623, 9, 14, 0, 3
