MI, 3053, 150, 952, 0, 123
MSI, 6459, 79, 952, 0, 17
MESI, 3993, 55, 952, 24, 17
MOSI, 5359, 79, 952, 0, 28
MOESI, 2909, 55, 952, 24, 28
MOESIF, 2909, 55, 952, 24, 28
