MI, 539, 68, 71, 0, 64
MSI, 2465, 31, 71, 0, 7
MESI, 2063, 30, 71, 1, 10
MOSI, 1873, 31, 71, 0, 13
MOESI, 1471, 30, 71, 1, 16
MOESIF, 1171, 30, 71, 1, 19
